Ward_Assigned,price_num,walkScore,postalCode,Property_Type,yearBuilt,bedrooms,bathrooms,parking,garage,lotDepth,lotFrontage
12,379900.0,95.0,K1N 6B1,Residential,2013.0,1.0,1.0,0.0,0.0,,
14,439900.0,94.0,K2P 1A9,Residential,2013.0,1.0,1.0,1.0,1.0,,
15,409900.0,82.0,K1Z 0A8,Residential,2013.0,1.0,1.0,1.0,1.0,,
15,369900.0,80.0,K1S 4P4,Residential,2013.0,1.0,1.0,0.0,0.0,,
15,434900.0,79.0,K1S 4P4,Residential,2013.0,1.0,1.0,1.0,1.0,,
19,329900.0,65.0,K4A 0X7,Residential,2013.0,2.0,2.0,1.0,0.0,,
24,349900.0,50.0,K2J 2J1,Residential,2013.0,2.0,2.0,2.0,2.0,,
19,392000.0,1.0,K1W 0G3,Residential,2013.0,2.0,2.0,1.0,0.0,,
12,439000.0,95.0,K1N 6B1,Residential,2012.0,1.0,1.0,0.0,0.0,,
12,375000.0,95.0,K1N 6B1,Residential,2012.0,1.0,1.0,0.0,0.0,,
12,450000.0,95.0,K1N 6B1,Residential,2012.0,2.0,2.0,0.0,0.0,,
14,344900.0,94.0,K2P 0R4,Residential,2012.0,1.0,1.0,0.0,0.0,,
14,360000.0,94.0,K2P 0R4,Residential,2012.0,1.0,1.0,0.0,0.0,,
12,424900.0,94.0,K1N 5K3,Residential,2012.0,2.0,1.0,0.0,0.0,,
12,359000.0,93.0,K1N 5K3,Residential,2012.0,1.0,1.0,0.0,0.0,,
12,294900.0,93.0,K1N 5K3,Residential,2012.0,0.0,1.0,0.0,0.0,,
15,474900.0,85.0,K1Y 2X3,Residential,2012.0,2.0,2.0,1.0,1.0,,
15,460000.0,81.0,K1Z 0A6,Residential,2012.0,2.0,2.0,1.0,1.0,,
15,639000.0,75.0,K2A 1R7,Residential,2012.0,2.0,2.0,1.0,0.0,,
1,499900.0,68.0,K1E 3W8,Residential,2012.0,2.0,2.0,1.0,1.0,,
24,389000.0,31.0,K2J 3V2,Residential,2012.0,2.0,2.0,1.0,0.0,,
24,399000.0,31.0,K2J 3V2,Residential,2012.0,3.0,3.0,1.0,1.0,,
12,449900.0,97.0,K1N 0A9,Residential,2011.0,1.0,1.0,1.0,1.0,,
12,524900.0,96.0,K1N 0A9,Residential,2011.0,2.0,2.0,1.0,1.0,,
12,449000.0,96.0,K1N 0A9,Residential,2011.0,1.0,1.0,1.0,1.0,,
12,399000.0,96.0,K1N 0A9,Residential,2011.0,1.0,1.0,1.0,1.0,,
14,434900.0,94.0,K2P 0R4,Residential,2011.0,2.0,1.0,1.0,1.0,,
13,475000.0,80.0,K1M 1E4,Residential,2011.0,2.0,1.0,0.0,0.0,,
15,399000.0,80.0,K1Z 6T6,Residential,2011.0,1.0,1.0,1.0,1.0,,
15,329900.0,73.0,K1Y 1E8,Residential,2011.0,1.0,1.0,0.0,0.0,,
14,684900.0,67.0,K1R 0A7,Residential,2011.0,2.0,2.0,1.0,1.0,,
10,4500.0,52.0,K1T 4B6,Residential,2011.0,6.0,4.0,4.0,2.0,,
13,369000.0,50.0,K1K 2W2,Residential,2011.0,2.0,2.0,1.0,0.0,,
9,374900.0,18.0,K2E 0A7,Residential,2011.0,2.0,2.0,1.0,0.0,,
14,617500.0,96.0,K2P 1Z9,Residential,2010.0,2.0,2.0,1.0,1.0,,
12,349900.0,80.0,K1L 0A8,Residential,2010.0,1.0,1.0,1.0,1.0,,
15,499800.0,80.0,K1Z 5H3,Residential,2010.0,2.0,2.0,1.0,1.0,,
15,375000.0,75.0,K1S 4E8,Residential,2010.0,1.0,1.0,1.0,1.0,,
13,349900.0,74.0,K1K 2K6,Residential,2010.0,3.0,2.0,1.0,0.0,,
8,375000.0,74.0,K2G 2X4,Residential,2010.0,2.0,2.0,1.0,1.0,,
15,399900.0,67.0,K1Z 5G5,Residential,2010.0,2.0,1.0,1.0,1.0,,
24,359900.0,37.0,K2G 4R5,Residential,2010.0,1.0,2.0,1.0,0.0,,
24,369900.0,35.0,K2G 4R3,Residential,2010.0,2.0,2.0,1.0,0.0,,
19,345000.0,28.0,K4A 0N5,Residential,2010.0,2.0,3.0,1.0,0.0,,
19,345000.0,28.0,K4A 0N5,Residential,2010.0,2.0,3.0,1.0,0.0,,
14,399000.0,98.0,K1P 0A4,Residential,2009.0,1.0,1.0,1.0,1.0,,
14,540000.0,98.0,K1N 6P6,Residential,2009.0,2.0,2.0,1.0,1.0,,
12,875000.0,97.0,K1N 5Y1,Residential,2009.0,2.0,2.0,1.0,1.0,,
14,1154600.0,97.0,K2P 0A5,Residential,2009.0,2.0,3.0,2.0,2.0,,
14,900000.0,97.0,K2P 0A5,Residential,2009.0,3.0,2.0,1.0,1.0,,
14,369000.0,97.0,K2P 0A5,Residential,2009.0,1.0,1.0,1.0,1.0,,
14,369900.0,97.0,K2P 0A5,Residential,2009.0,1.0,1.0,0.0,0.0,,
12,2988000.0,96.0,K1N 0A8,Residential,2009.0,2.0,3.0,2.0,2.0,,
14,514000.0,96.0,K2P 1Z9,Residential,2009.0,2.0,2.0,1.0,1.0,,
12,387900.0,95.0,K1N 0A7,Residential,2009.0,1.0,1.0,1.0,0.0,,
15,409900.0,75.0,K2A 1H4,Residential,2009.0,1.0,1.0,1.0,1.0,,
13,325000.0,69.0,K1K 3T8,Residential,2009.0,1.0,1.0,1.0,1.0,,
22,299900.0,45.0,K1T 0B3,Residential,2009.0,2.0,1.0,1.0,0.0,,
1,450000.0,3.0,K4A 0S8,Residential,2009.0,1.0,2.0,1.0,1.0,,
1,429900.0,3.0,K4A 0S8,Residential,2009.0,1.0,2.0,1.0,1.0,,
12,1350000.0,96.0,K1N 0A4,,2009.0,1.0,2.0,2.0,2.0,,
3,1049900.0,4.0,K2J 0M2,Residential,2009.0,4.0,5.0,4.0,2.0,,
7,699000.0,73.0,K2A 3C3,Residential,2009.0,2.0,3.0,2.0,1.0,,
10,320000.0,52.0,K1V 2K8,Residential,2009.0,2.0,2.0,1.0,0.0,,
12,479000.0,97.0,K1N 5Y1,Residential,2008.0,2.0,2.0,1.0,1.0,,
12,349900.0,97.0,K1N 5Y1,Residential,2008.0,1.0,1.0,0.0,0.0,,
12,399900.0,97.0,K1N 5Y1,Residential,2008.0,1.0,1.0,0.0,0.0,,
12,444900.0,97.0,K1N 5Y1,Residential,2008.0,1.0,1.0,1.0,1.0,,
14,539900.0,85.0,K1Y 0X7,Residential,2008.0,2.0,2.0,1.0,0.0,,
16,399900.0,44.0,K2C 4G4,Residential,2008.0,2.0,2.0,1.0,1.0,,
15,499990.0,89.0,K1Y 1R7,Residential,2008.0,2.0,1.0,1.0,0.0,,
15,494500.0,89.0,K1Y 1R7,Residential,2008.0,2.0,1.0,1.0,0.0,,
14,989000.0,94.0,K2P 1A3,Residential,2007.0,2.0,3.0,1.0,1.0,,
14,485000.0,93.0,K1N 6R4,Residential,2007.0,2.0,2.0,1.0,1.0,,
14,489000.0,93.0,K1R 0A2,Residential,2007.0,2.0,2.0,1.0,1.0,,
14,479900.0,93.0,K1R 0A2,Residential,2007.0,2.0,2.0,1.0,1.0,,
12,299900.0,64.0,K1L 0A6,Residential,2007.0,2.0,1.0,1.0,0.0,,
11,339900.0,51.0,K1J 0A2,Residential,2007.0,1.0,1.0,1.0,1.0,,
16,724900.0,20.0,K1V 1V5,Residential,2007.0,2.0,2.0,2.0,2.0,,
16,729900.0,20.0,K1V 1V5,Residential,2007.0,2.0,2.0,2.0,2.0,,
10,299900.0,56.0,K1V 2G5,Residential,2007.0,2.0,2.0,1.0,0.0,,
12,629900.0,97.0,K1N 1J8,Residential,2006.0,2.0,2.0,1.0,1.0,,
12,384900.0,97.0,K1N 1J8,Residential,2006.0,1.0,1.0,1.0,1.0,,
12,399900.0,97.0,K1N 1J8,Residential,2006.0,1.0,1.0,1.0,1.0,,
12,389900.0,74.0,K1N 1K7,Residential,2006.0,1.0,1.0,1.0,1.0,,
9,445000.0,68.0,K2E 1C8,Residential,2006.0,2.0,2.0,1.0,1.0,,
4,349900.0,38.0,K2K 0A2,Residential,2006.0,2.0,2.0,3.0,1.0,,
12,285000.0,97.0,K1N 1K9,Residential,2005.0,0.0,1.0,0.0,0.0,,
12,395000.0,97.0,K1N 1K8,Residential,2005.0,1.0,1.0,0.0,0.0,,
12,434900.0,97.0,K1N 1K8,Residential,2005.0,2.0,2.0,1.0,1.0,,
12,625000.0,96.0,K1N 1K4,Residential,2005.0,1.0,1.0,1.0,1.0,,
17,1030000.0,84.0,K1R 1E2,Residential,2005.0,3.0,2.0,2.0,2.0,,
16,495000.0,23.0,K1V 0X8,Residential,2005.0,2.0,2.0,1.0,1.0,,
12,339900.0,97.0,K1N 1J6,Residential,2004.0,1.0,1.0,0.0,0.0,,
12,310000.0,97.0,K1N 1J7,Residential,2004.0,1.0,1.0,0.0,0.0,,
15,975000.0,80.0,K1Z 1E8,Residential,2004.0,2.0,3.0,1.0,1.0,,
15,1149000.0,80.0,K1Z 1E9,Residential,2004.0,4.0,3.0,2.0,2.0,,
5,399900.0,1.0,K0A 1L0,Residential,2004.0,3.0,2.0,10.0,0.0,,
14,15000.0,75.0,K1J 1K7,Residential,2004.0,0.0,,1.0,0.0,,
12,309900.0,97.0,K1N 1J6,Residential,2003.0,1.0,1.0,1.0,1.0,,
14,425000.0,97.0,K2P 2P5,Residential,2003.0,2.0,2.0,1.0,1.0,,
12,296900.0,97.0,K1N 1J8,Residential,2003.0,1.0,1.0,0.0,0.0,,
12,304900.0,97.0,K1N 1J6,Residential,2003.0,1.0,1.0,0.0,0.0,,
14,399900.0,97.0,K2P 2P5,Residential,2003.0,1.0,1.0,0.0,0.0,,
14,325000.0,95.0,K2P 2P5,Residential,2003.0,1.0,1.0,0.0,0.0,,
14,324900.0,95.0,K2P 2P5,Residential,2003.0,1.0,1.0,0.0,0.0,,
16,299900.0,44.0,K2C 4G4,Residential,2003.0,2.0,1.0,1.0,1.0,,
16,749900.0,20.0,K1V 1V6,Residential,2003.0,2.0,3.0,1.0,1.0,,
14,450000.0,97.0,K2P 2P3,Residential,2002.0,1.0,1.0,1.0,0.0,,
14,775000.0,97.0,K2P 2P4,Residential,2002.0,2.0,2.0,1.0,1.0,,
17,850000.0,88.0,K1S 2J8,Residential,2002.0,2.0,2.0,1.0,0.0,,
12,1950000.0,81.0,K1N 1J2,Residential,2002.0,2.0,3.0,2.0,2.0,,
17,549999.0,76.0,K1S 1B1,Residential,2002.0,2.0,2.0,1.0,1.0,,
17,549900.0,70.0,K1S 1B1,Residential,2002.0,2.0,2.0,1.0,1.0,,
19,749900.0,39.0,K4A 4M2,Residential,2002.0,3.0,3.0,4.0,2.0,,
13,674900.0,56.0,K1K 4W1,Residential,2001.0,3.0,3.0,2.0,1.0,,
19,599900.0,,K4A 4G2,Residential,2000.0,5.0,4.0,6.0,2.0,,
12,399900.0,95.0,K1N 5P3,Residential,1998.0,1.0,1.0,1.0,1.0,,
8,420000.0,61.0,K2G 6N1,Residential,1998.0,2.0,2.0,1.0,1.0,,
21,1849000.0,1.0,K2S 1B8,Farm,1998.0,4.0,3.0,100.0,12.0,,
21,1849000.0,1.0,K2S 1B8,Farm,1998.0,4.0,3.0,100.0,12.0,,
12,499900.0,95.0,K1N 5P3,Residential,1997.0,2.0,2.0,1.0,1.0,,
11,510000.0,60.0,K1J 1E2,Residential,1997.0,2.0,2.0,2.0,1.0,,
7,699900.0,60.0,K2H 5A6,Residential,1996.0,3.0,2.0,1.0,1.0,,
16,658800.0,38.0,K1V 0X5,Residential,1994.0,2.0,2.0,2.0,2.0,,
2,299900.0,36.0,K1C 7J9,Residential,1994.0,2.0,2.0,2.0,0.0,,
12,499900.0,79.0,K1N 9N7,Residential,1992.0,2.0,3.0,1.0,1.0,,
17,675000.0,34.0,K1G 5H2,Residential,1991.0,2.0,2.0,1.0,1.0,,
17,519900.0,34.0,K1G 5H2,Residential,1991.0,2.0,2.0,1.0,1.0,,
17,549000.0,30.0,K1G 5H2,Residential,1991.0,2.0,2.0,1.0,1.0,,
11,1549000.0,18.0,K1J 7E7,Residential,1991.0,6.0,6.0,9.0,3.0,,
16,574900.0,38.0,K1V 0X8,Residential,1991.0,3.0,3.0,4.0,2.0,,
2,399000.0,29.0,K1C 7G6,Residential,1991.0,3.0,3.0,2.0,1.0,,
7,260000.0,62.0,K2B 8S5,Residential,1990.0,1.0,1.0,1.0,1.0,,
7,299900.0,62.0,K2B 8S5,Residential,1990.0,2.0,2.0,1.0,1.0,,
10,240000.0,26.0,K1T 2R5,Residential,1990.0,2.0,1.0,1.0,0.0,,
20,1349900.0,1.0,K4M 1B8,Residential,1990.0,7.0,5.0,10.0,3.0,,
8,520000.0,31.0,K2G 5W9,Residential,1990.0,3.0,3.0,2.0,1.0,,
15,319900.0,91.0,K1Y 4S3,Residential,1989.0,1.0,1.0,0.0,0.0,,
15,319900.0,86.0,K1Y 4S3,Residential,1989.0,1.0,1.0,0.0,0.0,,
17,429900.0,68.0,K1S 5M7,Residential,1989.0,2.0,2.0,1.0,1.0,,
13,269900.0,61.0,K1K 4M1,Residential,1989.0,2.0,1.0,0.0,0.0,,
18,299000.0,28.0,K1H 8P6,Residential,1989.0,2.0,2.0,1.0,1.0,,
2,399900.0,28.0,K1C 7B5,Residential,1989.0,3.0,3.0,2.0,1.0,,
12,1199000.0,95.0,K1N 9M2,Residential,1988.0,2.0,2.0,1.0,1.0,,
12,3400.0,94.0,K1N 9M5,Residential,1988.0,2.0,2.0,1.0,1.0,,
15,430000.0,92.0,K1Y 0Y1,Residential,1988.0,2.0,2.0,1.0,1.0,,
15,389900.0,91.0,K1Y 4S2,Residential,1988.0,2.0,2.0,1.0,0.0,,
12,450000.0,68.0,K1K 3V3,Residential,1988.0,2.0,2.0,1.0,1.0,,
16,295000.0,57.0,K1Z 7Z4,Residential,1988.0,2.0,1.0,1.0,0.0,,
15,239900.0,49.0,K1Y 4S9,Residential,1988.0,1.0,1.0,0.0,0.0,,
17,485000.0,30.0,K1G 4X5,Residential,1988.0,2.0,2.0,1.0,0.0,,
18,329900.0,28.0,K1H 8P6,Residential,1988.0,2.0,2.0,1.0,0.0,,
10,449900.0,46.0,K1T 3M8,Residential,1988.0,3.0,3.0,2.0,1.0,,
10,359900.0,33.0,K1G 4Y2,Residential,1988.0,3.0,3.0,2.0,1.0,,
12,750000.0,97.0,K1N 9M2,Residential,1987.0,2.0,2.0,1.0,1.0,,
12,949900.0,97.0,K1N 9M2,Residential,1987.0,1.0,2.0,2.0,2.0,,
12,289000.0,96.0,K1N 7J1,Residential,1987.0,2.0,2.0,1.0,1.0,,
17,199900.0,83.0,K1H 8N7,Residential,1987.0,2.0,1.0,1.0,1.0,,
12,299900.0,75.0,K1L 8K8,Residential,1987.0,2.0,2.0,1.0,1.0,,
9,259900.0,36.0,K2E 7X3,Residential,1987.0,2.0,1.0,1.0,0.0,,
21,1990000.0,6.0,K4M 1B3,Residential,1987.0,5.0,6.0,10.0,3.0,,
10,264900.0,41.0,K1V 0T4,Residential,1987.0,3.0,2.0,2.0,0.0,,
8,388000.0,23.0,K2G 4Z4,Residential,1987.0,3.0,2.0,2.0,1.0,,
10,324500.0,17.0,K1T 3C9,Residential,1987.0,2.0,2.0,2.0,1.0,,
16,315000.0,15.0,K1T 3C2,Residential,1987.0,3.0,3.0,2.0,1.0,,
12,950000.0,97.0,K1N 9M2,Residential,1986.0,2.0,3.0,2.0,1.0,,
14,358000.0,97.0,K2P 2K8,Residential,1986.0,2.0,1.0,1.0,1.0,,
14,269900.0,97.0,K2P 2K8,Residential,1986.0,1.0,1.0,1.0,1.0,,
14,379900.0,97.0,K2P 2K8,Residential,1986.0,2.0,1.0,0.0,0.0,,
14,395900.0,96.0,K2P 0J1,Residential,1986.0,1.0,1.0,1.0,1.0,,
13,557500.0,77.0,K1K 4H9,Residential,1986.0,3.0,3.0,1.0,1.0,,
12,569000.0,75.0,K1N 9L1,Residential,1986.0,2.0,2.0,1.0,1.0,,
7,320000.0,74.0,K2A 2X5,Residential,1986.0,2.0,1.0,1.0,1.0,,
17,345000.0,30.0,K1G 4J4,Residential,1986.0,2.0,2.0,1.0,1.0,,
18,539900.0,30.0,K1G 4J4,Residential,1986.0,2.0,2.0,1.0,1.0,,
17,832800.0,29.0,K1G 4J4,Residential,1986.0,3.0,3.0,2.0,2.0,,
10,209900.0,37.0,K1T 2S9,Residential,1986.0,2.0,2.0,1.0,0.0,,
10,285000.0,37.0,K1T 2S9,Residential,1986.0,2.0,2.0,1.0,0.0,,
8,289000.0,37.0,K2H 9M6,Residential,1986.0,2.0,3.0,1.0,0.0,,
12,300000.0,96.0,K2J 2K4,Residential,1985.0,2.0,2.0,1.0,1.0,,
12,292400.0,95.0,K1N 7R5,Residential,1985.0,2.0,2.0,0.0,0.0,,
14,429900.0,89.0,K1R 7X2,Residential,1985.0,2.0,2.0,1.0,1.0,,
12,498000.0,87.0,K1N 5E3,Residential,1985.0,2.0,2.0,1.0,1.0,,
13,385000.0,68.0,K1K 3V3,Residential,1985.0,2.0,2.0,1.0,1.0,,
17,625000.0,61.0,K1S 3G3,Residential,1985.0,2.0,2.0,1.0,1.0,,
2,325000.0,46.0,K1C 5L3,Residential,1985.0,3.0,3.0,3.0,1.0,,
16,333000.0,46.0,K1V 9X5,Residential,1985.0,3.0,2.0,1.0,0.0,,
16,333000.0,46.0,K1V 9X5,Residential,1985.0,3.0,2.0,1.0,0.0,,
13,1198000.0,27.0,K1L 8J9,Residential,1985.0,3.0,3.0,2.0,2.0,,
14,299900.0,90.0,K1R 7X1,Residential,1984.0,1.0,1.0,1.0,0.0,,
17,600000.0,59.0,K1S 0X7,Residential,1984.0,4.0,3.0,2.0,1.0,,
17,500000.0,59.0,K1S 5L3,Residential,1984.0,3.0,3.0,1.0,0.0,,
23,300000.0,49.0,K2L 2W9,Residential,1984.0,3.0,3.0,2.0,1.0,,
8,499900.0,45.0,K2C 3V2,Residential,1984.0,4.0,3.0,2.0,1.0,,
11,325000.0,43.0,K1J 8Z9,Residential,1984.0,3.0,3.0,2.0,0.0,,
23,259900.0,39.0,K2L 3K7,Residential,1984.0,2.0,2.0,2.0,1.0,,
16,398000.0,30.0,K1V 0L5,Residential,1984.0,3.0,3.0,2.0,1.0,,
23,199900.0,41.0,K2L 3B1,Residential,1984.0,2.0,2.0,1.0,0.0,,
23,215000.0,41.0,K2L 3A7,Residential,1984.0,2.0,2.0,1.0,0.0,,
23,195000.0,41.0,K2L 3A8,Residential,1983.0,2.0,2.0,1.0,0.0,,
23,200000.0,41.0,K2L 3B1,Residential,1983.0,2.0,2.0,1.0,0.0,,
2,589000.0,56.0,K1C 3C9,Residential,1983.0,4.0,4.0,6.0,2.0,,
23,214900.0,41.0,K2L 3A7,Residential,1983.0,3.0,2.0,1.0,0.0,,
13,720000.0,75.0,K1M 2A1,Residential,1982.0,2.0,2.0,1.0,1.0,,
15,399900.0,53.0,K1Y 2M2,Residential,1982.0,2.0,1.0,1.0,0.0,,
7,825000.0,10.0,K2H 9A6,Residential,1982.0,4.0,3.0,8.0,2.0,,
12,509000.0,80.0,K1N 5E5,Residential,1981.0,2.0,2.0,1.0,0.0,,
18,295000.0,38.0,K1B 5B6,Residential,1981.0,3.0,2.0,1.0,0.0,,
10,274900.0,37.0,K1T 1Y4,Residential,1981.0,3.0,2.0,1.0,0.0,,
6,389900.0,13.0,K2S 1B9,Residential,1980.0,2.0,2.0,1.0,1.0,,
7,449900.0,62.0,K2B 8G8,Residential,1979.0,2.0,2.0,1.0,1.0,,
1,274900.0,33.0,K1E 2C3,Residential,1979.0,3.0,2.0,1.0,0.0,,
16,319900.0,11.0,K1V 9T4,Residential,1979.0,3.0,3.0,2.0,1.0,,
14,699900.0,84.0,K1R 7T2,Residential,1978.0,3.0,3.0,2.0,2.0,,
10,274900.0,70.0,K1V 9P9,Residential,1978.0,3.0,2.0,1.0,0.0,,
16,239900.0,46.0,K1V 9N8,Residential,1978.0,3.0,2.0,1.0,0.0,,
16,249900.0,46.0,K1V 9N8,Residential,1978.0,3.0,2.0,1.0,0.0,,
9,294500.0,44.0,K2H 8T3,Residential,1978.0,3.0,2.0,1.0,0.0,,
16,369900.0,38.0,K1V 9P7,Residential,1978.0,3.0,2.0,1.0,0.0,,
9,295000.0,31.0,K2H 8T3,Residential,1978.0,3.0,2.0,1.0,0.0,,
9,299900.0,23.0,K2G 3W9,Residential,1978.0,3.0,1.0,1.0,0.0,,
9,299900.0,23.0,K2G 3W9,Residential,1978.0,3.0,1.0,1.0,0.0,,
14,359900.0,89.0,K1R 5E1,Residential,1977.0,2.0,2.0,1.0,1.0,,
14,424900.0,84.0,K1R 7T2,Residential,1977.0,1.0,2.0,1.0,1.0,,
12,255500.0,76.0,K1L 7E7,Residential,1977.0,2.0,1.0,1.0,1.0,,
3,299900.0,55.0,K2J 1J4,Residential,1977.0,3.0,2.0,1.0,0.0,,
2,299900.0,54.0,K1C 1Z4,Residential,1977.0,3.0,2.0,2.0,1.0,,
11,259900.0,44.0,K1B 4W6,Residential,1977.0,4.0,2.0,1.0,0.0,,
10,349000.0,40.0,K1T 1R7,Residential,1977.0,3.0,3.0,2.0,1.0,,
14,350000.0,95.0,K2P 2H1,Residential,1976.0,2.0,2.0,1.0,1.0,,
14,389500.0,90.0,K1R 5E1,Residential,1976.0,2.0,2.0,1.0,1.0,,
7,299900.0,65.0,K2B 8E4,Residential,1976.0,2.0,2.0,1.0,1.0,,
7,349900.0,56.0,K2B 8E4,Residential,1976.0,2.0,2.0,1.0,1.0,,
15,435000.0,45.0,K2B 8G8,Residential,1976.0,3.0,2.0,1.0,1.0,,
1,115000.0,10.0,K1C 1T1,Residential,1976.0,2.0,1.0,2.0,0.0,,
1,130000.0,10.0,K1C 1T1,Residential,1976.0,2.0,1.0,5.0,0.0,,
11,349900.0,55.0,K1J 8N1,Residential,1976.0,3.0,2.0,1.0,0.0,,
9,349900.0,55.0,K2H 8S4,Residential,1976.0,3.0,3.0,1.0,0.0,,
16,404500.0,49.0,K1V 9A4,Residential,1976.0,2.0,4.0,1.0,0.0,,
16,280000.0,47.0,K1V 8Z9,Residential,1976.0,3.0,2.0,1.0,0.0,,
11,319900.0,43.0,K1B 4N7,Residential,1976.0,3.0,3.0,1.0,0.0,,
10,299000.0,43.0,K1T 1T1,Residential,1976.0,3.0,2.0,1.0,0.0,,
11,289900.0,34.0,K1B 3R8,Residential,1976.0,3.0,3.0,1.0,0.0,,
8,248000.0,30.0,K2H 8W8,Residential,1976.0,3.0,2.0,1.0,0.0,,
10,295000.0,19.0,K1T 1E1,Residential,1976.0,3.0,2.0,1.0,0.0,,
14,799900.0,82.0,K2P 1C8,Residential,1975.0,2.0,2.0,1.0,1.0,,
12,362500.0,80.0,K1N 8Y8,Residential,1975.0,2.0,2.0,1.0,1.0,,
12,399900.0,80.0,K1N 8Y8,Residential,1975.0,2.0,2.0,1.0,0.0,,
12,384000.0,80.0,K1N 8Y8,Residential,1975.0,2.0,2.0,1.0,1.0,,
9,180000.0,70.0,K2E 6Z7,Residential,1975.0,1.0,1.0,1.0,0.0,,
7,319900.0,59.0,K2B 5W8,Residential,1975.0,3.0,1.0,1.0,1.0,,
9,241800.0,51.0,K2C 3N5,Residential,1975.0,2.0,1.0,1.0,1.0,,
16,234900.0,51.0,K2C 3N5,Residential,1975.0,2.0,1.0,1.0,1.0,,
16,239900.0,51.0,K2C 3L6,Residential,1975.0,2.0,1.0,1.0,1.0,,
11,235000.0,38.0,K1J 8K5,Residential,1975.0,3.0,2.0,1.0,0.0,,
11,139900.0,34.0,K1J 7V7,Residential,1975.0,1.0,1.0,1.0,0.0,,
17,519000.0,9.0,K1G 3T7,Residential,1975.0,3.0,2.0,1.0,1.0,,
13,299900.0,41.0,K1K 3Y2,Residential,1975.0,4.0,2.0,2.0,1.0,,
4,299000.0,34.0,K2K 1Y8,Residential,1975.0,3.0,2.0,1.0,0.0,,
14,1099900.0,82.0,K2P 1C8,Residential,1974.0,2.0,2.0,1.0,1.0,,
12,427500.0,80.0,K1N 8Y8,Residential,1974.0,2.0,2.0,1.0,0.0,,
12,427500.0,80.0,K1N 8Y8,Residential,1974.0,2.0,2.0,1.0,0.0,,
7,259900.0,58.0,K2B 8C8,Residential,1974.0,2.0,1.0,1.0,1.0,,
18,269900.0,42.0,K1B 4S9,Residential,1974.0,2.0,2.0,2.0,1.0,,
11,180000.0,38.0,K1J 8K5,Residential,1974.0,2.0,1.0,1.0,0.0,,
11,329900.0,47.0,K1B 4N7,Residential,1974.0,4.0,2.0,1.0,0.0,,
16,339000.0,41.0,K1V 9A4,Residential,1974.0,3.0,2.0,1.0,0.0,,
16,349900.0,38.0,K1V 8M4,Residential,1974.0,4.0,3.0,2.0,1.0,,
7,285000.0,64.0,K2B 5W8,Residential,1973.0,2.0,1.0,1.0,1.0,,
12,269000.0,76.0,K1L 7E7,Residential,1972.0,2.0,1.0,1.0,1.0,,
12,279900.0,76.0,K1L 8E7,Residential,1972.0,2.0,1.0,1.0,1.0,,
13,324999.0,72.0,K1K 3X5,Residential,1972.0,2.0,1.0,1.0,1.0,,
13,249900.0,61.0,K1K 3X4,Residential,1972.0,2.0,1.0,1.0,1.0,,
13,2590000.0,15.0,K1M 0N1,Residential,1972.0,6.0,4.0,6.0,2.0,,
16,320000.0,51.0,K2C 0G8,Residential,1972.0,3.0,2.0,1.0,1.0,,
4,325000.0,37.0,K2K 1K2,Residential,1972.0,4.0,2.0,2.0,0.0,,
12,265000.0,76.0,K1L 8C9,Residential,1971.0,2.0,1.0,1.0,1.0,,
12,275000.0,75.0,K1L 8C9,Residential,1971.0,3.0,1.0,1.0,1.0,,
13,259900.0,72.0,K1K 3X5,Residential,1971.0,2.0,1.0,1.0,1.0,,
11,299000.0,51.0,K1J 7W2,Residential,1971.0,4.0,2.0,1.0,0.0,,
2,500000.0,20.0,K1B 4E8,Residential,1971.0,5.0,3.0,3.0,1.0,,
9,299900.0,70.0,K2E 6K6,Residential,1970.0,2.0,1.0,1.0,1.0,,
2,649000.0,40.0,K1B 4B6,Residential,1970.0,4.0,3.0,3.0,1.0,,
2,339900.0,48.0,K1B 3Z1,Residential,1970.0,4.0,2.0,2.0,1.0,,
13,1050000.0,72.0,K1K 1L7,Commercial,1963.0,,,5.0,,,
21,389000.0,1.0,K0A 2E0,Residential,1954.0,2.0,1.0,6.0,0.0,,
13,779000.0,52.0,K1M 1P1,Residential,1936.0,3.0,3.0,2.0,0.0,,
12,474900.0,91.0,K1N 8C1,Residential,1920.0,2.0,1.0,0.0,0.0,,
5,2990000.0,3.0,K0A 1L0,Farm,1900.0,5.0,2.0,4.0,3.0,,
5,2990000.0,3.0,K0A 1L0,Farm,1900.0,5.0,2.0,4.0,3.0,,
20,774900.0,1.0,K0A 2W0,Residential,1900.0,3.0,2.0,20.0,2.0,,
12,509000.0,89.0,K1N 7N3,Residential,1874.0,3.0,3.0,1.0,1.0,,
12,749900.0,83.0,K1N 6A1,Residential,1873.0,2.0,2.0,2.0,0.0,,
5,1339000.0,1.0,K0A 1L0,Farm,1850.0,3.0,3.0,10.0,2.0,,
5,1339000.0,1.0,K0A 1L0,Farm,1850.0,3.0,3.0,10.0,2.0,,
8,319900.0,44.0,K2C 3L4,Residential,,2.0,1.0,1.0,1.0,,
12,425000.0,76.0,K1L 7C3,Residential,,3.0,1.0,3.0,0.0,,
12,1249000.0,71.0,K1L 8B5,Residential,,6.0,4.0,8.0,2.0,,
2,275000.0,51.0,K1C 2M1,Residential,,3.0,2.0,1.0,0.0,,
8,295000.0,47.0,K2H 8V8,Residential,,3.0,2.0,1.0,0.0,,
15,598888.0,72.0,K1Z 7H3,Residential,,2.0,2.0,3.0,1.0,,
